NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,datetime,feed_window
10.8944,7.2069,0.03564,18.9322,8.1805,31.1369,2022-07-22 09:00:00,0
31.0768,8.5002,0.01923,26.6383,11.3863,23.6626,2022-07-22 10:40:00,0
14.5146,8.3053,0.03313,28.8982,11.8155,38.4641,2022-07-22 11:00:00,0
6.0226,6.7683,0.04054,19.515,11.0688,16.3123,2022-07-22 11:40:00,0
3.2131,7.8246,0.03989,27.0139,13.8669,22.112,2022-07-22 12:00:00,0
10.0083,8.9127,0.02629,18.6338,18.6105,31.0194,2022-07-22 12:40:00,0
2.937,6.8651,0.03361,24.8646,15.6279,35.3238,2022-07-22 13:00:00,0
31.4756,6.7913,0.02414,25.2174,14.3408,34.0317,2022-07-22 14:00:00,0
3.4632,7.2425,0.04189,19.1517,8.6845,20.2289,2022-07-22 16:00:00,0
30.6924,8.0552,0.01768,25.4316,13.3323,19.8687,2022-07-22 18:40:00,0
36.1781,5.5426,0.03023,19.1807,15.1775,20.7235,2022-07-22 20:20:00,0
4.6113,5.7506,0.01871,24.6912,14.7565,15.8262,2022-07-22 21:20:00,0
1.4147,7.5768,0.03884,24.0821,5.5553,35.3683,2022-07-22 22:20:00,0
13.8634,8.0364,0.02305,22.1961,19.3443,28.8033,2022-07-22 23:40:00,0
11.0493,6.1725,0.01904,26.8631,7.422,29.3921,2022-07-23 00:00:00,0
35.3808,8.5878,0.02246,24.5291,10.2619,32.2943,2022-07-23 01:00:00,0
7.3016,5.5516,0.02136,25.6188,9.7241,26.1693,2022-07-23 01:40:00,0
29.5467,5.9503,0.0169,23.9597,11.5521,35.2958,2022-07-23 02:40:00,0
15.3789,5.6941,0.02613,20.6874,17.8197,20.0604,2022-07-23 03:40:00,0
6.2322,6.9812,0.03749,27.5689,7.9927,24.7311,2022-07-23 06:20:00,0
33.1458,7.9193,0.02045,28.8298,9.0299,24.4901,2022-07-23 07:20:00,0
5.0043,7.9638,0.03392,28.6258,6.3443,16.4075,2022-07-23 07:40:00,0
37.1574,7.5771,0.04335,27.3039,19.7703,15.0336,2022-07-23 10:00:00,0
25.9776,8.934,0.02186,22.1352,7.0331,31.4842,2022-07-23 10:20:00,0
21.4595,8.1896,0.03125,30.0636,14.1634,38.0838,2022-07-23 11:00:00,0
32.432,8.6229,0.02028,23.1913,8.8452,24.9966,2022-07-23 11:20:00,0
34.4904,8.1534,0.01809,26.2221,15.7555,30.763,2022-07-23 11:40:00,0
10.6658,8.547,0.01851,27.9496,11.9371,28.8714,2022-07-23 12:00:00,0
38.666,6.3698,0.03708,20.7608,19.6019,22.5841,2022-07-23 12:20:00,0
5.2314,5.5458,0.02825,30.79,17.2436,29.6469,2022-07-23 13:00:00,0
36.0047,6.7634,0.02239,18.8347,11.5036,20.8721,2022-07-23 13:20:00,0
9.3814,6.6514,0.0364,27.0205,15.2187,35.8971,2022-07-23 14:40:00,0
19.0596,8.5176,0.04376,26.5038,9.8877,33.3721,2022-07-23 15:00:00,0
10.5457,8.0947,0.03006,29.0333,18.7567,35.4137,2022-07-23 16:00:00,0
35.7172,8.5632,0.03438,24.1133,6.0406,25.4728,2022-07-23 16:20:00,0
13.2661,7.2007,0.01537,30.4743,10.5877,36.3141,2022-07-23 21:40:00,0
9.2204,6.6168,0.02031,18.8496,18.4397,19.4702,2022-07-23 22:00:00,0
34.8878,8.2706,0.04033,24.0743,16.3186,18.2451,2022-07-23 22:20:00,0
36.3549,6.5577,0.02144,18.4964,15.7635,30.5542,2022-07-24 00:40:00,0
19.4405,7.8071,0.02075,21.0247,16.9515,19.5529,2022-07-24 01:00:00,0
9.2013,8.5793,0.04476,26.8644,5.8932,18.7962,2022-07-24 05:00:00,0
34.1613,7.6745,0.04269,24.0242,17.7077,24.8322,2022-07-24 06:20:00,0
24.2662,6.7156,0.03652,19.9622,16.0223,28.71,2022-07-24 06:40:00,0
1.4942,8.9246,0.03315,28.0282,13.7666,17.2113,2022-07-24 07:40:00,0
33.7254,8.4264,0.03961,24.0646,13.5357,32.0952,2022-07-24 08:00:00,0
37.7303,6.3131,0.03566,24.1214,19.7408,35.4492,2022-07-24 08:20:00,0
35.0747,8.7024,0.03714,21.7255,10.9185,16.502,2022-07-24 08:40:00,0
5.7002,6.0125,0.0387,30.1451,13.9251,35.1711,2022-07-24 09:00:00,0
2.2451,7.7093,0.03942,29.8068,8.7029,35.5412,2022-07-24 09:20:00,0
16.3435,8.7924,0.04296,28.9269,12.8305,19.8004,2022-07-24 10:40:00,0
34.236,6.54,0.03788,25.8272,9.3685,27.9236,2022-07-24 14:00:00,0
20.2488,8.164,0.0153,29.4632,6.5753,23.3082,2022-07-24 14:40:00,0
38.6541,6.9067,0.02267,21.441,15.2851,37.8613,2022-07-24 15:40:00,0
37.295,8.4529,0.03773,20.4478,5.2062,16.4502,2022-07-24 16:20:00,0
8.4393,7.2099,0.02942,18.4316,5.7085,15.141,2022-07-24 16:40:00,0
6.1581,7.1515,0.02809,30.5485,19.3311,24.2064,2022-07-24 17:00:00,0
23.2493,5.5231,0.02832,27.2047,18.3378,30.7218,2022-07-24 17:20:00,0
27.5128,7.4332,0.03838,27.2378,15.9291,26.3268,2022-07-24 17:40:00,0
15.5288,7.7288,0.02215,29.4961,17.7183,31.4395,2022-07-24 19:00:00,0
17.7964,8.9813,0.01836,28.3845,18.7188,22.6354,2022-07-24 20:20:00,0
29.2321,7.8503,0.04168,26.0944,17.497,24.2202,2022-07-24 21:20:00,0
24.016,7.8341,0.03828,19.7255,9.4799,30.7195,2022-07-24 23:20:00,0
29.3921,6.499,0.02611,27.147,13.4783,22.6426,2022-07-25 02:00:00,0
6.296,7.192,0.03009,26.6663,17.063,19.1304,2022-07-25 02:40:00,0
16.5939,8.1926,0.04309,26.0834,10.4352,33.3501,2022-07-25 03:20:00,0
34.3528,8.2094,0.03613,21.1551,11.4253,21.5979,2022-07-25 03:40:00,0
27.1128,5.8179,0.02515,20.7546,6.5258,27.7398,2022-07-25 04:00:00,0
24.9745,8.6494,0.03772,29.9971,10.5077,33.0639,2022-07-25 04:20:00,0
6.8035,8.5276,0.04127,28.0603,15.7597,25.3836,2022-07-25 04:40:00,0
33.3036,5.8086,0.02921,18.4569,13.4061,15.7526,2022-07-25 05:20:00,0
10.4433,6.2489,0.0321,23.363,11.4921,21.9075,2022-07-25 07:40:00,0
28.8009,6.8248,0.04324,25.3881,18.8665,15.7053,2022-07-25 08:00:00,0
19.9546,6.6334,0.01685,19.4497,11.606,17.8032,2022-07-25 09:00:00,0
31.7934,7.9076,0.03667,26.239,9.0005,37.776,2022-07-25 10:40:00,0
11.3994,7.1168,0.03824,18.121,19.7014,27.4301,2022-07-25 12:40:00,0
5.2196,8.768,0.04129,19.6006,8.0702,38.7885,2022-07-25 13:00:00,0
21.8287,5.8971,0.03936,22.4185,16.4155,37.4729,2022-07-25 14:40:00,0
32.6687,8.8604,0.02183,24.2827,15.9815,25.8477,2022-07-25 15:00:00,0
5.8179,7.4058,0.02801,19.4426,18.6628,33.7653,2022-07-25 16:00:00,0
2.8726,8.6919,0.02677,28.6713,8.7665,28.3972,2022-07-25 16:40:00,0
8.4097,5.7205,0.03535,20.4763,17.4142,21.3169,2022-07-25 17:00:00,0
11.786,6.2322,0.02345,18.5801,18.8292,24.0504,2022-07-25 17:20:00,0
33.9952,7.4969,0.02633,27.3568,12.0742,33.7471,2022-07-25 17:40:00,0
2.8017,5.914,0.0151,20.7172,19.5166,26.0956,2022-07-25 20:00:00,0
37.1017,8.4936,0.02193,26.8736,10.071,27.7468,2022-07-25 20:20:00,0
37.8926,8.5628,0.02197,23.8995,13.4857,33.518,2022-07-25 21:00:00,0
39.3985,6.8067,0.03302,21.8318,6.3252,33.6535,2022-07-25 23:40:00,0
7.972,6.9131,0.03737,30.1562,11.3442,39.1289,2022-07-26 00:00:00,0
26.8159,6.9483,0.02913,26.7213,7.3107,16.1242,2022-07-26 01:40:00,0
20.743,6.889,0.03454,20.7788,14.5787,26.8002,2022-07-26 02:00:00,0
19.062,6.2118,0.0392,18.7221,10.4787,32.8873,2022-07-26 02:40:00,0
35.9254,8.4271,0.03899,19.7824,19.1033,36.643,2022-07-26 03:40:00,0
15.1187,6.7071,0.03539,23.4268,9.1827,18.4571,2022-07-26 04:20:00,0
17.4381,8.0562,0.01773,22.8912,16.1961,25.3793,2022-07-26 04:40:00,0
38.7033,6.1053,0.01798,27.7038,7.5205,18.1959,2022-07-26 05:40:00,0
3.9738,6.0158,0.01745,30.1369,11.4239,31.2581,2022-07-26 06:00:00,0
7.5122,6.0927,0.03744,29.8338,11.1301,15.9484,2022-07-26 06:20:00,0
6.4932,6.26,0.0296,23.7239,11.7836,27.3414,2022-07-26 07:40:00,0
25.4609,7.7893,0.02176,28.5253,19.3944,20.0343,2022-07-26 08:40:00,0
21.2946,7.6103,0.03626,21.0101,16.7958,27.5739,2022-07-26 09:20:00,0
37.3658,8.0325,0.04437,23.4448,13.7604,38.9983,2022-07-26 10:20:00,0
25.6963,7.2035,0.01629,24.0184,15.6613,33.324,2022-07-26 11:00:00,0
3.2704,5.9334,0.04295,27.0438,17.4613,34.8865,2022-07-26 12:00:00,0
27.7504,7.162,0.03748,30.0445,17.2313,18.682,2022-07-26 13:20:00,0
16.0859,6.0587,0.03426,25.3211,11.1359,39.064,2022-07-26 14:20:00,0
21.2224,7.543,0.04047,28.8168,15.3448,26.9551,2022-07-26 14:40:00,0
14.3978,8.8803,0.02195,28.2693,16.013,19.564,2022-07-26 16:00:00,0
33.1762,8.5399,0.02879,18.056,17.3445,23.8055,2022-07-26 16:40:00,0
34.8514,6.0511,0.02313,22.0752,18.9168,39.804,2022-07-26 18:20:00,0
25.8988,7.6488,0.01876,25.9757,14.2806,39.4588,2022-07-26 18:40:00,0
31.5958,6.5052,0.02137,29.9287,7.3172,39.6416,2022-07-26 20:00:00,0
14.741,7.625,0.01719,27.3452,14.0661,27.868,2022-07-26 22:40:00,0
29.9455,6.0094,0.01511,26.4681,6.1624,27.5555,2022-07-26 23:40:00,0
24.543,6.3148,0.0166,27.1194,8.662,20.9878,2022-07-27 00:00:00,0
31.8839,8.1786,0.0363,20.3654,5.9414,39.8077,2022-07-27 01:00:00,0
20.9322,7.481,0.03606,25.7982,5.6258,27.4232,2022-07-27 01:40:00,0
7.6446,7.9476,0.01971,30.1511,7.6265,38.8927,2022-07-27 03:00:00,0
17.4783,8.8757,0.04085,24.5024,15.0443,24.4238,2022-07-27 04:20:00,0
34.8828,7.3283,0.02818,21.1753,7.6019,21.6494,2022-07-27 05:00:00,0
9.6245,5.895,0.03384,30.2348,5.1306,27.7014,2022-07-27 08:20:00,0
27.7968,8.1805,0.02209,21.2304,6.0515,20.568,2022-07-27 09:00:00,0
9.454,7.6198,0.03431,19.7761,17.7098,33.4843,2022-07-27 09:20:00,0
23.0232,7.3139,0.03561,18.3529,12.9422,38.0542,2022-07-27 10:20:00,0
26.0399,6.192,0.02016,30.0849,5.7773,25.3741,2022-07-27 10:40:00,0
21.2521,7.7257,0.02089,28.8172,18.8722,22.5807,2022-07-27 11:40:00,0
37.4824,7.8307,0.03343,24.0716,18.1884,34.835,2022-07-27 12:20:00,0
8.7778,8.453,0.03821,28.5938,13.4329,16.4791,2022-07-27 13:00:00,0
17.2897,7.6107,0.03967,21.224,5.409,24.1248,2022-07-27 14:00:00,0
16.4609,6.953,0.03924,20.4643,18.739,33.3137,2022-07-27 14:20:00,0
23.0614,7.1549,0.03848,22.5912,13.8073,24.495,2022-07-27 14:40:00,0
12.7919,7.0394,0.02727,28.1874,10.0704,20.4321,2022-07-27 15:00:00,0
3.3961,7.4447,0.04294,27.929,7.4061,28.2744,2022-07-27 15:20:00,0
27.3103,7.0984,0.03765,18.5259,19.6567,25.989,2022-07-27 16:00:00,0
2.5224,8.098,0.01624,22.2068,5.5707,25.6394,2022-07-27 17:00:00,0
33.6204,8.4996,0.01718,18.4347,5.6707,16.3022,2022-07-27 17:20:00,0
4.3746,7.2541,0.03494,26.1504,12.8398,26.4737,2022-07-27 19:40:00,0
6.8309,7.875,0.03807,20.6534,17.0294,38.9028,2022-07-27 20:40:00,0
32.4075,6.9504,0.02873,26.5783,8.9252,38.7391,2022-07-27 21:20:00,0
20.0633,6.3627,0.02409,21.4407,12.0162,28.2958,2022-07-27 22:00:00,0
31.7138,6.7639,0.03093,23.2888,9.257,24.9435,2022-07-27 22:20:00,0
15.4246,8.1652,0.04134,25.0988,17.8997,25.2124,2022-07-27 23:00:00,0
20.1578,6.3364,0.04197,19.733,13.9555,15.2475,2022-07-27 23:40:00,0
10.2121,6.8278,0.01811,25.7707,19.5092,38.1844,2022-07-28 00:00:00,0
21.8379,5.6571,0.03017,27.5972,7.2096,34.7991,2022-07-28 00:20:00,0
15.9413,8.0443,0.03477,20.7435,9.0838,37.1164,2022-07-28 01:00:00,0
30.3906,8.2053,0.02226,30.5734,5.5992,27.7544,2022-07-28 02:20:00,0
34.8256,7.2121,0.03079,26.6587,16.9604,21.2117,2022-07-28 02:40:00,0
3.6025,8.8842,0.04323,19.8984,9.861,25.8831,2022-07-28 03:20:00,0
38.4272,6.9304,0.02726,21.9008,9.3113,38.2609,2022-07-28 04:00:00,0
12.3309,6.6793,0.03025,24.3239,17.6518,22.7504,2022-07-28 04:20:00,0
35.7552,8.5609,0.0423,23.7285,14.8782,30.8833,2022-07-28 05:00:00,0
7.9607,6.7435,0.01878,20.2894,11.8985,24.3117,2022-07-28 05:20:00,0
16.3059,8.7684,0.02289,18.9691,9.5789,38.3231,2022-07-28 06:40:00,0
21.3799,8.2634,0.0402,29.3052,17.2117,22.3433,2022-07-28 08:20:00,0
34.0154,6.7158,0.02989,27.5303,11.4872,20.8586,2022-07-28 09:20:00,0
36.9259,6.4596,0.02596,28.2163,7.5488,17.4788,2022-07-28 10:20:00,0
24.4992,5.9129,0.04382,25.968,15.8361,36.3936,2022-07-28 11:00:00,0
22.5929,6.0241,0.04486,29.395,10.764,15.9567,2022-07-28 11:40:00,0
10.4616,5.7556,0.02639,19.7009,15.8367,29.3737,2022-07-28 13:00:00,0
37.9057,5.5748,0.01546,26.308,19.4938,22.1818,2022-07-28 13:20:00,0
31.8478,7.3389,0.04427,30.9458,19.4212,31.9004,2022-07-28 13:40:00,0
2.7095,6.3285,0.01821,27.2331,7.5084,27.6525,2022-07-28 14:20:00,0
37.9893,6.9594,0.01717,29.0737,18.2417,20.9109,2022-07-28 15:20:00,0
27.857,6.2045,0.03603,19.8603,6.3156,38.3336,2022-07-28 15:40:00,0
16.9645,7.7432,0.02394,24.3128,5.495,20.7931,2022-07-28 16:00:00,0
22.2581,8.0243,0.04067,20.9129,15.4846,23.1535,2022-07-28 16:20:00,0
17.0729,8.797,0.03775,28.5891,11.3731,21.205,2022-07-28 16:40:00,0
18.0732,6.5838,0.02053,25.5273,14.7388,35.3458,2022-07-28 17:00:00,0
23.7338,6.5409,0.01607,26.2285,13.6598,16.9462,2022-07-28 18:00:00,0
38.6202,5.5845,0.03052,20.6155,17.2147,24.3343,2022-07-28 20:40:00,0
5.0747,8.8899,0.02132,19.0247,15.4962,35.1836,2022-07-28 21:00:00,0
34.9069,8.0916,0.01983,19.4608,19.7889,20.2608,2022-07-28 22:00:00,0
13.9896,6.2826,0.02477,20.9522,14.8388,34.7623,2022-07-28 23:00:00,0
7.5582,7.0547,0.02627,25.1052,19.9958,23.3603,2022-07-28 23:40:00,0
34.4272,7.2218,0.04307,21.152,6.3326,27.9187,2022-07-29 00:40:00,0
6.7378,7.6295,0.04281,28.5422,13.665,38.4715,2022-07-29 02:40:00,0
15.2785,5.8195,0.04257,24.6854,13.9271,19.0061,2022-07-29 03:00:00,0
35.3732,5.7475,0.0269,23.2222,14.8563,31.9777,2022-07-29 04:00:00,0
29.3865,7.345,0.01967,18.7128,15.8743,28.9521,2022-07-29 05:00:00,0
2.762,7.3816,0.02098,27.6393,8.3303,24.2675,2022-07-29 05:20:00,0
5.7653,8.7352,0.02706,26.0702,6.0936,22.7527,2022-07-29 05:40:00,0
17.9955,8.3172,0.02807,29.5769,8.7495,27.5418,2022-07-29 06:00:00,0
39.3413,8.6308,0.02442,22.5316,5.9568,33.1554,2022-07-29 06:40:00,0
2.9325,7.7789,0.0189,22.5041,11.9808,36.0515,2022-07-29 08:00:00,0
17.939,7.5548,0.04141,28.1469,14.6996,37.8734,2022-07-29 12:00:00,0
3.5422,7.0872,0.02003,28.2088,10.0621,32.756,2022-07-29 12:20:00,0
15.0541,7.6682,0.03881,21.9155,18.7419,28.2015,2022-07-29 15:00:00,0
13.0251,7.2744,0.02514,20.1164,10.1429,28.3906,2022-07-29 15:20:00,0
36.9397,5.823,0.03531,18.6797,6.7879,38.496,2022-07-29 16:40:00,0
27.0354,7.3402,0.03469,29.3114,16.7621,35.6841,2022-07-29 17:40:00,0
18.1065,7.5292,0.0317,26.2827,12.7601,37.7317,2022-07-29 18:20:00,0
36.2761,7.3137,0.03811,26.5796,7.1566,29.3329,2022-07-29 19:00:00,0
14.223,6.4105,0.0384,27.636,16.4277,34.7284,2022-07-29 19:40:00,0
34.5042,7.0793,0.02853,22.3152,10.106,29.7224,2022-07-30 00:40:00,0
30.539,5.8665,0.01792,23.2065,14.0389,29.8515,2022-07-30 02:20:00,0
12.12,6.3985,0.0424,21.5863,10.4401,28.1421,2022-07-30 03:20:00,0
23.1067,5.9481,0.01827,21.2482,5.1636,39.297,2022-07-30 05:20:00,0
5.5098,7.1888,0.03841,22.4016,13.4058,34.6803,2022-07-30 05:40:00,0
2.3667,6.5056,0.03599,23.4681,15.1305,36.4948,2022-07-30 07:00:00,0
33.8217,8.2252,0.03722,26.8195,12.3285,28.1534,2022-07-30 07:40:00,0
21.5644,6.2307,0.03664,18.0927,8.7951,22.0314,2022-07-30 09:00:00,0
2.2764,6.3936,0.02283,28.2498,6.3582,37.5,2022-07-30 10:20:00,0
14.8946,7.9683,0.04179,23.3477,11.9728,27.8161,2022-07-30 12:20:00,0
2.1281,8.5911,0.02149,28.2224,15.3939,27.6011,2022-07-30 12:40:00,0
13.9468,5.648,0.03283,22.6939,10.5396,20.8414,2022-07-30 13:40:00,0
17.8702,6.4163,0.03047,24.4176,5.9097,34.2348,2022-07-30 14:20:00,0
14.3153,8.7768,0.04125,30.4189,19.735,37.241,2022-07-30 16:00:00,0
5.0501,5.7768,0.02059,21.5043,11.4072,19.9583,2022-07-30 16:20:00,0
27.531,5.8136,0.03409,18.6515,16.3106,25.4555,2022-07-30 16:40:00,0
6.6915,7.0333,0.03,28.456,8.1847,33.3326,2022-07-30 19:00:00,0
5.4827,7.9584,0.03671,25.151,12.6561,27.2955,2022-07-30 19:20:00,0
32.6619,7.7974,0.04489,22.4862,17.9724,33.5001,2022-07-30 19:40:00,0
30.6857,7.9692,0.03317,24.6305,11.8886,20.2629,2022-07-30 22:20:00,0
38.0485,6.6767,0.01762,25.7254,8.204,35.4125,2022-07-30 23:20:00,0
21.6274,7.7671,0.02275,27.8417,14.5053,19.2959,2022-07-31 01:00:00,0
28.1611,5.9898,0.01553,23.2596,18.0055,26.6743,2022-07-31 02:00:00,0
14.675,8.2636,0.03473,18.7899,5.2351,22.0741,2022-07-31 02:40:00,0
36.2866,5.7174,0.01911,22.5678,7.663,37.3368,2022-07-31 04:20:00,0
28.5806,8.0393,0.04472,25.4753,6.5141,16.0649,2022-07-31 05:20:00,0
33.498,8.6758,0.01986,22.8004,15.2757,33.437,2022-07-31 06:20:00,0
23.6882,8.6888,0.03596,26.7253,19.98,38.2514,2022-07-31 06:40:00,0
19.3251,8.9825,0.02286,19.5256,10.327,17.4136,2022-07-31 07:20:00,0
8.5764,5.9053,0.03823,23.0184,11.4167,38.727,2022-07-31 07:40:00,0
28.1522,8.9124,0.04152,28.9029,19.074,30.5287,2022-07-31 08:00:00,0
26.0655,6.1108,0.04288,30.7503,10.0526,37.5524,2022-07-31 08:20:00,0
34.4399,5.8529,0.0358,30.0822,19.8706,26.228,2022-07-31 09:20:00,0
1.0967,5.5069,0.01763,29.1749,17.2628,22.0186,2022-07-31 11:00:00,0
35.0495,5.5747,0.0209,24.2653,16.8291,35.6392,2022-07-31 11:40:00,0
11.2733,8.5141,0.02249,20.3497,11.3846,32.8123,2022-07-31 13:00:00,0
23.4889,8.5818,0.03049,21.3167,8.0467,17.648,2022-07-31 13:40:00,0
21.2483,6.3418,0.0231,18.5438,19.7387,26.1281,2022-07-31 15:20:00,0
19.4451,8.6187,0.04429,24.037,9.8732,36.2515,2022-07-31 16:20:00,0
19.4951,8.9396,0.026,19.6617,10.0107,30.5139,2022-07-31 17:20:00,0
13.4702,8.8557,0.01919,30.5331,18.0034,35.0406,2022-07-31 17:40:00,0
38.1858,6.2776,0.03963,18.4132,10.1646,17.4381,2022-07-31 19:00:00,0
36.9512,6.5405,0.01888,28.6117,14.2341,33.3471,2022-07-31 20:20:00,0
2.1364,6.1778,0.01552,19.1872,17.1738,37.6961,2022-07-31 21:00:00,0
30.235,6.9733,0.02986,27.0451,16.8565,39.2419,2022-07-31 22:00:00,0
37.1169,7.4416,0.02526,26.5852,6.3006,36.0008,2022-07-31 22:20:00,0
19.6099,6.0522,0.04128,24.6586,18.5862,32.1122,2022-07-31 23:00:00,0
19.1919,5.9248,0.0365,29.8369,14.1599,20.3301,2022-07-31 23:20:00,0
2.8786,6.6012,0.03993,23.6272,18.8443,33.0526,2022-08-01 02:20:00,0
39.7384,7.6666,0.04284,26.1155,14.8957,39.6562,2022-08-01 07:00:00,0
21.7238,6.3287,0.03234,28.4692,12.7797,32.6113,2022-08-01 07:40:00,0
27.3667,8.1044,0.01867,23.2413,15.7888,21.1721,2022-08-01 08:20:00,0
28.8899,6.7534,0.04046,20.8041,7.7082,32.5164,2022-08-01 10:40:00,0
2.6429,8.0875,0.01615,19.3115,15.6045,31.359,2022-08-01 11:20:00,0
4.996,8.1602,0.03024,24.7797,6.5695,22.296,2022-08-01 11:40:00,0
12.0683,8.6747,0.01555,19.0589,10.6835,20.6032,2022-08-01 12:00:00,0
15.6986,7.5674,0.01582,30.3795,15.153,39.2412,2022-08-01 13:00:00,0
3.5765,5.8887,0.0416,20.76,19.8929,33.9496,2022-08-01 15:00:00,0
35.8436,6.7604,0.04213,29.7954,9.1093,21.1499,2022-08-01 15:40:00,0
26.2788,8.3091,0.024,27.628,17.4691,22.7307,2022-08-01 16:20:00,0
26.2227,6.9443,0.02437,21.9478,13.5254,17.742,2022-08-01 17:40:00,0
13.6758,6.2328,0.02925,25.1127,11.5899,27.6916,2022-08-01 18:40:00,0
5.0746,7.2374,0.02764,18.2211,12.4234,32.5458,2022-08-01 19:00:00,0
20.245,7.2935,0.0261,29.4958,11.4997,22.9166,2022-08-01 19:20:00,0
3.5979,7.613,0.02454,20.3326,15.0972,31.5506,2022-08-01 19:40:00,0
29.8763,8.3868,0.02673,29.0996,16.6257,32.9462,2022-08-01 20:00:00,0
3.8526,7.5527,0.01804,18.8334,17.3495,37.1413,2022-08-01 20:20:00,0
36.6528,6.4996,0.04079,28.7791,15.0794,26.2959,2022-08-01 21:20:00,0
8.2049,8.6219,0.01778,18.2028,5.7968,24.7157,2022-08-01 22:00:00,0
18.4146,8.3188,0.01838,29.4216,17.8408,29.5293,2022-08-01 23:20:00,0
19.4364,8.4945,0.02203,19.2917,12.7163,17.4461,2022-08-02 02:00:00,0
13.4541,6.1758,0.03495,27.1874,9.4015,32.7183,2022-08-02 02:20:00,0
22.7766,7.6126,0.04318,23.7531,7.8378,16.7001,2022-08-02 03:20:00,0
29.2576,5.8615,0.01949,26.0695,11.5284,29.9821,2022-08-02 04:40:00,0
19.3786,6.2442,0.02549,28.0389,12.2387,21.085,2022-08-02 05:00:00,0
12.7268,6.4797,0.01989,27.3522,15.5825,38.7346,2022-08-02 09:40:00,0
33.4719,7.3571,0.0288,26.2526,18.4866,26.2887,2022-08-02 12:00:00,0
25.6592,7.6801,0.02022,20.244,13.6274,36.3977,2022-08-02 13:00:00,0
1.0046,6.3474,0.03326,24.6416,5.6807,39.7431,2022-08-02 13:40:00,0
32.7904,7.0501,0.0255,29.4624,6.4002,32.61,2022-08-02 14:20:00,0
20.6158,6.7726,0.04104,19.0793,10.5577,32.0539,2022-08-02 14:40:00,0
19.166,7.6534,0.02439,18.2462,18.6525,18.9963,2022-08-02 15:40:00,0
21.2271,7.1129,0.04444,22.8027,12.5269,22.2008,2022-08-02 16:40:00,0
12.0041,6.4801,0.04352,20.674,9.3852,38.5851,2022-08-02 17:40:00,0
1.7479,7.6554,0.03157,18.1322,8.6779,20.1598,2022-08-02 19:20:00,0
36.5102,7.4769,0.01712,20.833,10.7899,15.573,2022-08-02 21:00:00,0
7.2276,7.8768,0.03917,26.8434,5.7556,17.1717,2022-08-02 21:40:00,0
35.5277,6.1197,0.03515,24.6174,13.9169,26.4153,2022-08-02 23:40:00,0
22.3599,6.1555,0.03129,20.6893,12.7301,32.9931,2022-08-03 01:40:00,0
23.1835,7.8719,0.02365,30.7476,9.5717,20.031,2022-08-03 05:00:00,0
16.0376,7.1478,0.0205,27.4898,10.519,30.0267,2022-08-03 06:20:00,0
3.9613,7.0316,0.02071,20.2993,19.0683,22.3049,2022-08-03 07:00:00,0
39.6966,5.7433,0.03909,28.8003,8.8838,31.3625,2022-08-03 08:20:00,0
14.7926,8.2477,0.02371,27.5072,9.7296,17.9544,2022-08-03 10:00:00,0
33.2141,7.9777,0.03684,28.697,6.2809,32.7765,2022-08-03 12:00:00,0
16.827,6.0614,0.0204,29.418,9.0478,18.6065,2022-08-03 13:00:00,0
39.3208,8.0132,0.01522,18.3673,7.0294,26.0461,2022-08-03 13:20:00,0
21.5618,6.6298,0.04275,18.0351,6.7459,23.8857,2022-08-03 13:40:00,0
11.7588,8.2586,0.04365,27.6628,7.4498,20.0438,2022-08-03 14:00:00,0
26.5323,8.4361,0.03008,20.2683,6.3983,24.9016,2022-08-03 18:40:00,0
21.9957,6.4196,0.04234,22.62,7.5306,30.0118,2022-08-03 20:20:00,0
10.6772,5.7247,0.04138,23.8586,10.7044,16.0132,2022-08-03 20:40:00,0
38.4733,7.997,0.03425,25.0538,12.7009,32.9485,2022-08-03 22:00:00,0
17.4573,5.6085,0.02429,21.9791,9.2316,23.9066,2022-08-03 22:40:00,0
3.5831,6.0335,0.04482,29.1274,9.5832,38.0152,2022-08-03 23:40:00,0
39.284,6.5892,0.01857,18.6985,6.6044,36.9551,2022-08-04 01:00:00,0
24.3391,7.3938,0.03045,18.3429,12.8986,16.5508,2022-08-04 01:20:00,0
30.1689,7.1165,0.02661,22.0341,6.0012,19.0795,2022-08-04 03:00:00,0
18.3626,6.3324,0.04169,25.536,18.489,38.3356,2022-08-04 05:20:00,0
32.0584,7.3213,0.04306,22.7411,15.0142,20.7954,2022-08-04 05:40:00,0
27.843,7.8271,0.03132,20.4725,6.378,18.2449,2022-08-04 07:00:00,0
31.899,6.43,0.04023,21.7518,7.0472,36.1436,2022-08-04 08:20:00,0
30.514,5.5905,0.02701,22.5689,14.5,29.1488,2022-08-04 11:20:00,0
8.3221,8.9364,0.03065,20.5137,6.6473,26.4666,2022-08-04 13:00:00,0
13.1569,6.197,0.0281,28.3964,13.693,31.0054,2022-08-04 14:00:00,0
3.4932,6.9043,0.04139,30.032,8.0773,27.8666,2022-08-04 14:20:00,0
16.1353,8.1923,0.04062,22.6624,10.8371,28.4852,2022-08-04 14:40:00,0
3.8721,7.8818,0.01945,28.737,8.6611,16.3274,2022-08-04 15:00:00,0
11.1046,8.2665,0.04223,30.5635,7.4305,32.0122,2022-08-04 15:20:00,0
5.6719,8.3585,0.03974,21.419,7.6097,30.96,2022-08-04 16:00:00,0
